ENST00000003912	NIPAL3
ENST00000625720	CABYR
ENST00000625802	IMPA2
ENST00000627314	CABYR
ENST00000627963	AQP4-AS1
ENST00000628174	AQP4-AS1
ENST00000628325	AQP4-AS1
ENST00000631138	CABYR
ENST00000631265	AQP4-AS1
ENST00000634369	AC026634.1
ENST00000634673	AC022726.2
ENST00000635103	LINC01630
ENST00000635503	LINC01630
ENST00000635680	LINC01630
ENST00000635791	AC011139.1
ENST00000635955	MIR302F
ENST00000635997	NEDD4L
ENST00000636121	CYP4F35P
ENST00000636430	SERPINB8
ENST00000636467	LINC01902
ENST00000636650	MIR3975
ENST00000636973	CUPIN1P
ENST00000636983	LINC01902
ENST00000637369	LINC01902
ENST00000637703	AC015819.4
ENST00000637744	AC011139.1
ENST00000638208	ZNF271P
ENST00000638410	ME2
ENST00000638768	ME2
ENST00000638937	ME2
ENST00000639115	ME2
ENST00000639141	ZNF271P
ENST00000639222	TNFRSF11A
ENST00000639248	ZNF271P
ENST00000639255	ME2
ENST00000639398	ME2
ENST00000639612	ME2
ENST00000639663	ME2
ENST00000639665	ME2
ENST00000639688	ME2
ENST00000639850	ME2
ENST00000639914	PIK3C3
ENST00000640530	ME2
ENST00000640965	ME2
ENST00000640967	ME2
ENST00000642541	ASXL3
ENST00000642953	SMCHD1
ENST00000644646	RELCH
ENST00000644925	SLC14A1
ENST00000645355	SMCHD1
ENST00000645568	SETBP1
ENST00000645888	ZNF236
ENST00000646805	AC025887.2
ENST00000647014	ASXL3
ENST00000647884	AC116003.1
ENST00000647999	LINC01443
ENST00000648078	IMPACT
ENST00000648293	LINC01915
ENST00000648616	C18orf54
ENST00000648670	MALT1
ENST00000648945	DYNAP
ENST00000648965	MYL12B
ENST00000649125	MALT1
ENST00000649128	LINC02856
ENST00000649141	RAB12
ENST00000649159	AC090365.1
ENST00000649176	AC105114.2
ENST00000649194	AC009899.1
ENST00000649202	MALT1
ENST00000649217	MALT1
ENST00000649240	AP001496.4
ENST00000649259	AC110014.1
ENST00000649279	SETBP1
ENST00000649298	LINC01924
ENST00000649476	AC027097.2
ENST00000649620	TTR
ENST00000649721	LAMA3
ENST00000649756	MALT1
ENST00000650045	MALT1
ENST00000650201	AC091576.1
ENST00000650355	MALT1
ENST00000650572	AC016383.2
ENST00000651044	LINC00683
ENST00000651395	LINC00683
ENST00000652801	LINC01905
ENST00000652829	AC105101.2
ENST00000652835	MIR3976HG
ENST00000652880	AC027097.2
ENST00000652886	LINC01905
ENST00000652891	DLGAP1-AS4
ENST00000652945	LINC01915
ENST00000652957	AP005262.1
ENST00000653006	AP005262.1
ENST00000653015	AC103808.4
ENST00000653094	AP005262.1
ENST00000653157	MIR3976HG
ENST00000653194	MIR3976HG
ENST00000653236	MIR3976HG
ENST00000653330	AP005262.1
ENST00000653430	LINC01543
ENST00000653507	LINC00667
ENST00000653560	LINC01924
ENST00000653571	LINC00667
ENST00000653609	MIR3976HG
ENST00000653686	LINC02582
ENST00000653772	AP006219.2
ENST00000653783	AC011095.1
ENST00000653843	LINC00683
ENST00000653857	LINC01915
ENST00000654021	LINC00667
ENST00000654065	AC018697.1
ENST00000654150	AC108452.1
ENST00000654155	LINC00667
ENST00000654274	LINC01905
ENST00000654285	LINC01255
ENST00000654302	MIR3976HG
ENST00000654376	LINC01255
ENST00000654403	DSCAS
ENST00000654461	AC091027.3
ENST00000654465	LINC01919
ENST00000654480	AC006305.3
ENST00000654509	MIR3976HG
ENST00000654761	AC025887.2
ENST00000654796	MIR3976HG
ENST00000654829	AC022031.2
ENST00000654839	MIR3976HG
ENST00000654844	LINC01905
ENST00000654881	LINC01905
ENST00000654963	MIR3976HG
ENST00000655002	LINC00683
ENST00000655080	LINC01905
ENST00000655180	LINC01255
ENST00000655280	LINC01630
ENST00000655334	LINC01255
ENST00000655357	LINC00683
ENST00000655415	AC040963.1
ENST00000655428	AC040963.1
ENST00000655487	LINC01255
ENST00000655521	MIR122HG
ENST00000655528	LINC00683
ENST00000655587	MIR3976HG
ENST00000655602	LINC01905
ENST00000655616	MIR3976HG
ENST00000655685	LINC00667
ENST00000655815	AP005262.1
ENST00000655896	LINC01919
ENST00000656050	AC007922.4
ENST00000656057	LINC01255
ENST00000656102	AC090241.2
ENST00000656225	AC016383.3
ENST00000656361	LINC01255
ENST00000656406	MIR3976HG
ENST00000656494	AC012588.1
ENST00000656601	AQP4-AS1
ENST00000656626	AC040963.1
ENST00000656745	LINC01905
ENST00000656773	AC100779.1
ENST00000656810	LINC00667
ENST00000656844	MIR3976HG
ENST00000656854	LINC01879
ENST00000656883	MIR122HG
ENST00000656896	LINC01892
ENST00000657129	LINC00667
ENST00000657131	AC007922.4
ENST00000657235	AP005262.1
ENST00000657250	LINC00667
ENST00000657252	LINC01255
ENST00000657254	AP005901.6
ENST00000657263	LINC01905
ENST00000657360	AC018413.1
ENST00000657495	LINC01893
ENST00000657504	AC009899.1
ENST00000657521	AC018697.1
ENST00000657542	AC115100.1
ENST00000657601	AC018697.1
ENST00000657626	LINC01905
ENST00000657675	LINC00683
ENST00000657709	AQP4-AS1
ENST00000657750	AP005262.1
ENST00000657802	LINC01924
ENST00000657827	LINC01893
ENST00000657842	AC090338.1
ENST00000657893	AC012101.2
ENST00000657955	LINC00667
ENST00000658078	LINC01630
ENST00000658156	LINC01255
ENST00000658226	LINC00667
ENST00000658289	MIR3976HG
ENST00000658316	MIR3976HG
ENST00000658369	AC051635.1
ENST00000658371	AC018697.1
ENST00000658441	LINC00683
ENST00000658546	AC040963.1
ENST00000658566	LINC01919
ENST00000658581	AQP4-AS1
ENST00000658595	AC018697.1
ENST00000658607	LINC00667
ENST00000658613	LINC01893
ENST00000658647	LINC00683
ENST00000658765	LINC01905
ENST00000658793	LINC01255
ENST00000658819	AC091691.3
ENST00000658915	LINC00907
ENST00000658928	AC091576.1
ENST00000658946	LINC00667
ENST00000658965	AC027584.1
ENST00000659011	LINC01905
ENST00000659042	AC090621.1
ENST00000659119	LINC01905
ENST00000659210	AC012588.1
ENST00000659316	LINC01255
ENST00000659333	LINC01630
ENST00000659439	LINC01630
ENST00000659442	AP001021.3
ENST00000659490	AC090358.1
ENST00000659493	LINC01926
ENST00000659512	LINC01255
ENST00000659566	AC068408.1
ENST00000659606	LINC00683
ENST00000659647	LINC01902
ENST00000659659	LINC02582
ENST00000659662	AP001021.1
ENST00000659746	LINC01915
ENST00000659946	AC006305.3
ENST00000659948	LINC00907
ENST00000659973	MIR3976HG
ENST00000660030	LINC00667
ENST00000660045	LINC01905
ENST00000660136	AP005262.1
ENST00000660142	LINC01902
ENST00000660188	AC027097.2
ENST00000660206	LINC01905
ENST00000660338	AC068408.1
ENST00000660357	AP005262.1
ENST00000660490	LINC02582
ENST00000660545	LINC01630
ENST00000660561	LINC00667
ENST00000660614	AC100779.1
ENST00000660707	AC090398.2
ENST00000660761	LINC01255
ENST00000660935	LINC01905
ENST00000660965	LINC01255
ENST00000660990	LINC01543
ENST00000661003	LINC01892
ENST00000661027	MIR3976HG
ENST00000661068	DLGAP1-AS4
ENST00000661107	LINC01915
ENST00000661123	MIR3976HG
ENST00000661125	AC018697.1
ENST00000661251	LINC01255
ENST00000661349	AC103808.4
ENST00000661357	LINC00667
ENST00000661369	LINC00683
ENST00000661428	AC009899.1
ENST00000661638	LINC01893
ENST00000661645	AQP4-AS1
ENST00000661652	LINC00683
ENST00000661664	LINC01905
ENST00000661687	LINC01255
ENST00000661773	LINC01630
ENST00000661793	AC090241.2
ENST00000661829	LINC00667
ENST00000661913	AP002478.1
ENST00000661916	LINC01255
ENST00000661994	AP005262.1
ENST00000662133	AP005262.1
ENST00000662191	LINC01630
ENST00000662293	AP005262.1
ENST00000662359	LINC00667
ENST00000662375	AC068408.1
ENST00000662415	LINC00667
ENST00000662429	LINC01905
ENST00000662459	AC090241.2
ENST00000662462	LINC01905
ENST00000662611	PARD6G-AS1
ENST00000662652	LINC00667
ENST00000662697	DLGAP1-AS4
ENST00000662744	LINC01630
ENST00000662752	DLGAP1-AS4
ENST00000662782	MIR3976HG
ENST00000662839	LINC01905
ENST00000662844	LINC01924
ENST00000662868	DLGAP1-AS4
ENST00000662932	LINC00667
ENST00000663049	LINC00683
ENST00000663146	AC040963.1
ENST00000663160	LINC01905
ENST00000663227	LINC01902
ENST00000663271	LINC01905
ENST00000663298	AC090936.1
ENST00000663332	LINC01919
ENST00000663393	LINC00667
ENST00000663415	LINC01255
ENST00000663426	LINC01544
ENST00000663472	AP005262.1
ENST00000663563	LINC01915
ENST00000663615	AC006305.3
ENST00000663660	AP005262.1
ENST00000663675	LINC01905
ENST00000663721	LINC01255
ENST00000663754	LINC01905
ENST00000663756	LINC01915
ENST00000663845	AC090241.2
ENST00000663865	LINC01915
ENST00000663966	AP005262.1
ENST00000664008	LINC01915
ENST00000664262	MIR3976HG
ENST00000664268	AQP4-AS1
ENST00000664285	LINC01255
ENST00000664427	LINC01255
ENST00000664503	LINC00683
ENST00000664600	AC011095.1
ENST00000664630	AP001021.1
ENST00000664682	LINC01905
ENST00000664770	LINC01915
ENST00000664813	LINC01255
ENST00000664821	LINC02582
ENST00000664848	AC091138.1
ENST00000664897	AQP4-AS1
ENST00000664934	LINC00667
ENST00000664948	AC012101.1
ENST00000665001	AP000919.1
ENST00000665083	LINC01255
ENST00000665135	AP005262.1
ENST00000665184	LINC01905
ENST00000665241	ANKRD30B
ENST00000665252	LINC01915
ENST00000665272	LINC00667
ENST00000665281	LINC00683
ENST00000665383	LINC01255
ENST00000665407	MIR3976HG
ENST00000665420	LINC01630
ENST00000665439	LINC01919
ENST00000665442	LINC00667
ENST00000665474	AP005262.1
ENST00000665482	LINC01630
ENST00000665510	LINC01905
ENST00000665541	LINC00667
ENST00000665603	LINC01255
ENST00000665636	LINC01255
ENST00000665718	LINC01905
ENST00000665768	MIR3976HG
ENST00000665846	AP005262.1
ENST00000665972	LINC01892
ENST00000666083	AP005901.6
ENST00000666095	DLGAP1-AS3
ENST00000666178	LINC01255
ENST00000666190	LINC01255
ENST00000666207	AC040963.1
ENST00000666254	AC117569.2
ENST00000666339	AC009271.2
ENST00000666381	AC021701.1
ENST00000666393	LINC00683
ENST00000666521	MIR3976HG
ENST00000666531	LINC00683
ENST00000666552	LINC00667
ENST00000666629	AC021517.1
ENST00000666692	MIR3976HG
ENST00000666703	AC040963.1
ENST00000666707	LINC01905
ENST00000666716	AC009271.1
ENST00000666726	AC012588.1
ENST00000666831	LINC02582
ENST00000666911	LINC01255
ENST00000666929	LINC01630
ENST00000666950	LINC00667
ENST00000666962	LINC01630
ENST00000666976	AC018445.6
ENST00000667052	LINC01919
ENST00000667062	DLGAP1-AS3
ENST00000667098	MIR3976HG
ENST00000667177	MIR3976HG
ENST00000667345	AP001531.1
ENST00000667405	AC091576.1
ENST00000667426	AC100778.4
ENST00000667449	LINC01915
ENST00000667453	MIR122HG
ENST00000667595	LINC01905
ENST00000667705	AC068688.1
ENST00000667770	AC090125.2
ENST00000667797	AP000829.1
ENST00000667821	LINC01905
ENST00000667972	DLGAP1-AS4
ENST00000668049	LINC01902
ENST00000668070	LINC01255
ENST00000668094	AP001033.3
ENST00000668120	LINC01255
ENST00000668155	AQP4-AS1
ENST00000668204	AP002478.1
ENST00000668250	LINC01905
ENST00000668277	LINC01905
ENST00000668293	LINC01905
ENST00000668375	LINC00683
ENST00000668422	MIR3976HG
ENST00000668423	MIR3976HG
ENST00000668483	AP005262.1
ENST00000668495	LINC00667
ENST00000668504	LINC00683
ENST00000668569	AC103808.4
ENST00000668687	AP005899.2
ENST00000668692	MIR3976HG
ENST00000668793	AC090771.2
ENST00000668805	AC012301.2
ENST00000668807	LINC00667
ENST00000668820	AC068408.2
ENST00000668864	DLGAP1-AS4
ENST00000668900	AC021701.1
ENST00000668905	DLGAP1-AS3
ENST00000668925	MIR3976HG
ENST00000668980	AP005262.1
ENST00000669129	AC018697.1
ENST00000669156	LINC01255
ENST00000669163	AC006305.3
ENST00000669170	AC040963.1
ENST00000669186	AC018697.1
ENST00000669192	LINC00667
ENST00000669226	AP005262.1
ENST00000669270	DLGAP1-AS1
ENST00000669280	LINC01905
ENST00000669356	LINC01905
ENST00000669364	AQP4-AS1
ENST00000669383	AP005209.2
ENST00000669406	LINC01255
ENST00000669467	LINC01915
ENST00000669473	AP005271.1
ENST00000669527	LINC00683
ENST00000669574	LINC00667
ENST00000669666	LINC01915
ENST00000669727	LINC01919
ENST00000669973	AC090241.2
ENST00000670007	LINC01905
ENST00000670021	AC116003.1
ENST00000670111	LINC00667
ENST00000670176	MIR3976HG
ENST00000670258	AC099845.1
ENST00000670283	AP005262.1
ENST00000670330	LINC01905
ENST00000670380	AP000829.1
ENST00000670438	LINC00683
ENST00000670499	AC040963.1
ENST00000670523	LINC01905
ENST00000670534	AC025887.2
ENST00000670553	LINC01255
ENST00000670618	LINC00683
ENST00000670689	MIR3976HG
ENST00000670694	AC093330.3
ENST00000670702	AC079052.1
ENST00000670815	AQP4-AS1
ENST00000670963	LINC01892
ENST00000670965	LINC01905
ENST00000670993	LINC00667
ENST00000671001	MIR3976HG
ENST00000671003	AC018697.1
ENST00000671074	AP005262.1
ENST00000671255	AC040963.1
ENST00000671289	LINC00667
ENST00000671312	LINC00667
ENST00000671418	AP006219.3
ENST00000671551	LINC00683
ENST00000671590	LINC01919
ENST00000673053	AC091135.2
ENST00000674517	NEDD4L
ENST00000674613	NEDD4L
ENST00000674636	NEDD4L
ENST00000674845	NEDD4L
ENST00000674856	NEDD4L
ENST00000674921	NEDD4L
ENST00000675101	NEDD4L
ENST00000675137	NEDD4L
ENST00000675147	NEDD4L
ENST00000675221	NEDD4L
ENST00000675227	NEDD4L
ENST00000675244	NEDD4L
ENST00000675434	NEDD4L
ENST00000675502	NEDD4L
ENST00000675554	NEDD4L
ENST00000675699	NEDD4L
ENST00000675801	NEDD4L
ENST00000675865	NEDD4L
ENST00000676024	NEDD4L
ENST00000676075	TTR
ENST00000676223	NEDD4L
ENST00000676226	NEDD4L
ENST00000676251	NEDD4L
ENST00000676301	NEDD4L
ENST00000676672	LDLRAD4
ENST00000676773	LDLRAD4
ENST00000676815	LDLRAD4
ENST00000676891	LDLRAD4
ENST00000677055	LDLRAD4
ENST00000677068	SETBP1
ENST00000677077	SETBP1
ENST00000677130	SETBP1
ENST00000677304	LDLRAD4
ENST00000677387	LDLRAD4
ENST00000677699	SETBP1
ENST00000677744	LDLRAD4
ENST00000677867	LDLRAD4
ENST00000677910	LDLRAD4
ENST00000678152	SETBP1
ENST00000678223	LDLRAD4
ENST00000678309	LDLRAD4
ENST00000678400	LDLRAD4
ENST00000678459	LDLRAD4
ENST00000678556	LDLRAD4
ENST00000679091	LDLRAD4
ENST00000679167	LDLRAD4
ENST00000679177	LDLRAD4
ENST00000679303	LDLRAD4
ENST00000217515	TXNL1
ENST00000237019	B4GALT6
ENST00000238497	VPS4B
ENST00000251047	LMAN1
ENST00000251081	DSC2
ENST00000255224	SYT4
ENST00000255674	RTTN
ENST00000256425	MRO
ENST00000256429	MBD2
ENST00000256433	IER3IP1
ENST00000256852	RAX
ENST00000256854	NARS1
ENST00000257197	DSC1
ENST00000257198	DSC1
ENST00000261332	ZNF24
ENST00000261592	NOL4
ENST00000261596	LPIN2
ENST00000261600	THOC1
ENST00000261606	MYOM1
ENST00000262093	FECH
ENST00000262127	CEP76
ENST00000262150	CDH19
ENST00000262158	SMAD7
ENST00000262160	SMAD2
ENST00000269137	SS18
ENST00000269138	SS18
ENST00000269141	CDH2
ENST00000269143	AFG3L2
ENST00000269187	SLC39A6
ENST00000269205	SLC25A52
ENST00000269209	GAREM1
ENST00000269214	ESCO1
ENST00000269228	NPC1
ENST00000269445	DYM
ENST00000269468	MBD1
ENST00000269471	MBD1
ENST00000269503	CBLN2
ENST00000269601	TXNL4A
ENST00000280200	CD226
ENST00000280904	DSC2
ENST00000282041	EPG5
ENST00000282050	ATP5F1A
ENST00000283351	TRAPPC8
ENST00000283410	INO80C
ENST00000283752	SERPINB3
ENST00000285039	MYO5B
ENST00000285093	ACAA2
ENST00000285106	CXXC1
ENST00000285124	PPP4R1
ENST00000289119	ABHD3
ENST00000299438	CYB5A
ENST00000299608	TMX3
ENST00000299721	CPLX4
ENST00000299766	MC4R
ENST00000300227	CCDC178
ENST00000300591	LOXHD1
ENST00000300605	HDHD2
ENST00000302079	PIEZO2
ENST00000306346	ZNF396
ENST00000306851	B4GALT6
ENST00000307844	STARD6
ENST00000308911	TUBB8B
ENST00000309660	PTPN2
ENST00000309836	SPIRE1
ENST00000309976	MPPE1
ENST00000310045	DSEL
ENST00000312828	RNF152
ENST00000314574	YES1
ENST00000315087	ST8SIA5
ENST00000315677	DLGAP1
ENST00000316512	VN1R76P
ENST00000317008	AC068473.1
ENST00000317235	MPPE1
ENST00000317251	MPPE1
ENST00000317931	L3MBTL4
ENST00000317932	KCTD1
ENST00000318240	C18orf32
ENST00000319481	OSBPL1A
ENST00000319888	METTL4
ENST00000322247	FAM210A
ENST00000322342	ZADH2
ENST00000322980	ANKRD29
ENST00000323355	LINC00305
ENST00000323813	TYMSOS
ENST00000324581	MYO5B
ENST00000324794	PIAS2
ENST00000326575	KDSR
ENST00000326695	RIT2
ENST00000327283	PTPN2
ENST00000327305	NETO1
ENST00000327606	MC2R
ENST00000332567	ELOA2
ENST00000332821	SERPINB3
ENST00000332968	RPL17-C18orf32
ENST00000333206	ZSCAN30
ENST00000333681	BCL2
ENST00000334295	TPGS2
ENST00000334598	INO80C
ENST00000334889	RAX
ENST00000334919	CELF4
ENST00000335730	LOXHD1
ENST00000337363	CCDC68
ENST00000339998	MBD1
ENST00000340116	ENOSF1
ENST00000340533	CYB5A
ENST00000341074	SERPINB4
ENST00000341928	EPB41L3
ENST00000342933	EPB41L3
ENST00000343998	DIPK1C
ENST00000344987	MPPE1
ENST00000347968	MBD1
ENST00000351365	SLC66A2
ENST00000353265	PARD6G
ENST00000353319	PTPN2
ENST00000353909	MBD1
ENST00000354452	TCF4
ENST00000354542	MBP
ENST00000355491	TXNL4A
ENST00000355994	MBP
ENST00000356073	TCF4
ENST00000356443	MYOM1
ENST00000356825	SMAD2
ENST00000357006	ZBTB14
ENST00000357041	OSBPL1A
ENST00000357384	RPRD1A
ENST00000357575	SLC66A2
ENST00000357637	PIGN
ENST00000358095	KLHL14
ENST00000358970	POTEC
ENST00000359358	KLHL14
ENST00000359645	MBP
ENST00000360428	DSC3
ENST00000361524	ZNF521
ENST00000361673	ALPK2
ENST00000361795	CELF4
ENST00000362327	RN7SKP72
ENST00000362334	Y_RNA
ENST00000362496	Y_RNA
ENST00000362503	RNA5SP453
ENST00000362522	AC124254.1
ENST00000362832	RNU6-170P
ENST00000362843	U8
ENST00000363004	RNA5SP452
ENST00000363262	RNU6-1021P
ENST00000363657	RNA5SP457
ENST00000363767	RNU5F-3P
ENST00000363882	Y_RNA
ENST00000364002	RNA5SP456
ENST00000364005	RNU6-340P
ENST00000364013	Y_RNA
ENST00000364798	Y_RNA
ENST00000364853	Y_RNA
ENST00000364946	SNORA73
ENST00000364955	RNU6-1131P
ENST00000364982	RNU6-702P
ENST00000365223	SNORD58C
ENST00000365370	RNU6-737P
ENST00000382582	MBP
ENST00000382638	SMIM21
ENST00000382873	FECH
ENST00000382897	AC006305.1
ENST00000382948	MBD1
ENST00000383056	TPGS2
ENST00000383096	CCDC178
ENST00000383131	B4GALT6
ENST00000383168	AQP4
ENST00000383170	AQP4
ENST00000383233	TMEM241
ENST00000383276	ESCO1
ENST00000383408	PIEZO2
ENST00000383490	TMEM200C
ENST00000383578	ENOSF1
ENST00000383875	SNORD58A
ENST00000383960	RNU1-109P
ENST00000384019	RNU6-142P
ENST00000384136	RNU5A-6P
ENST00000384138	Y_RNA
ENST00000384217	RNU6-708P
ENST00000384292	RNU6-167P
ENST00000384425	RNU1-46P
ENST00000384431	RNU6-1289P
ENST00000384504	SNORA37
ENST00000384548	RNU6-831P
ENST00000384961	MIR1-2
ENST00000385052	MIR133A1
ENST00000385062	MIR187
ENST00000389658	LAMA1
ENST00000389891	POTEC
ENST00000391052	RNU6-1242P
ENST00000391065	U3
ENST00000391270	RNU6-903P
ENST00000391324	AP005270.1
ENST00000391403	CTAGE1
ENST00000391405	AP002414.1
ENST00000397778	SLC66A2
ENST00000397860	MBP
ENST00000397863	MBP
ENST00000397865	MBP
ENST00000397866	MBP
ENST00000397868	MBP
ENST00000397869	MBP
ENST00000397875	MBP
ENST00000397914	CYB5A
ENST00000397929	NETO1
ENST00000398117	BCL2
ENST00000398179	CCBE1
ENST00000398339	TCF4
ENST00000398398	MBD2
ENST00000398439	MRO
ENST00000398488	MBD1
ENST00000398493	MBD1
ENST00000398495	MBD1
ENST00000398545	CFAP53
ENST00000398654	PIAS2
ENST00000398686	LOXHD1
ENST00000398705	LOXHD1
ENST00000398752	ATP5F1A
ENST00000399022	RPRD1A
ENST00000399061	ZNF24
ENST00000399177	CCDC178
ENST00000399218	GAREM1
ENST00000399380	CDH2
ENST00000399425	ZNF521
ENST00000399441	OSBPL1A
ENST00000399443	OSBPL1A
ENST00000399799	ROCK1
ENST00000399821	MC2R
ENST00000400104	L3MBTL4
ENST00000400105	L3MBTL4
ENST00000400111	EPB41L3
ENST00000400143	ZBTB14
ENST00000400145	DLGAP1
ENST00000400147	DLGAP1
ENST00000400149	DLGAP1
ENST00000400150	DLGAP1
ENST00000400155	DLGAP1
ENST00000400256	COLEC12
ENST00000400291	DIPK1C
ENST00000400334	PIGN
ENST00000400404	SKOR2
ENST00000400555	PPP4R1
ENST00000400556	PPP4R1
ENST00000400569	MYOM1
ENST00000402563	FAM210A
ENST00000402690	SMAD2
ENST00000403303	CCDC178
ENST00000406189	MEX3C
ENST00000406524	CCDC178
ENST00000408011	KCTD1
ENST00000408212	AC011774.1
ENST00000408436	RNU6ATAC20P
ENST00000409402	SPIRE1
ENST00000409746	PSTPIP2
ENST00000410092	SPIRE1
ENST00000410155	RNU6-721P
ENST00000410242	RN7SKP146
ENST00000410247	RN7SKP26
ENST00000410463	Y_RNA
ENST00000410588	RNA5SP451
ENST00000410772	RN7SKP182
ENST00000411676	NARS1
ENST00000412036	CXXC1
ENST00000412816	LINC00470
ENST00000413673	SERPINB4
ENST00000413878	CDH2
ENST00000414184	LOXHD1
ENST00000415083	SS18
ENST00000417602	KCTD1
ENST00000418472	DYM
ENST00000418492	CDH2
ENST00000419743	FBXO15
ENST00000419859	LOXHD1
ENST00000420428	CELF4
ENST00000420878	ZSCAN30
ENST00000423709	CEP76
ENST00000425639	SKOR2
ENST00000427605	WBP2P1
ENST00000428869	MRO
ENST00000430882	CDH2
ENST00000431965	MRO
ENST00000432185	CCDC68
ENST00000434239	AKAIN1
ENST00000434452	DSC3
ENST00000436264	SERPINB4
ENST00000436348	MRO
ENST00000439986	CCBE1
ENST00000440472	SPIRE1
ENST00000440549	SLC39A6
ENST00000440832	AQP4
ENST00000441551	LOXHD1
ENST00000441607	INO80C
ENST00000442713	DYM
ENST00000443099	TMX3
ENST00000443185	ZNF516
ENST00000443475	KATNBL1P3
ENST00000447114	MBP
ENST00000449797	SPIRE1
ENST00000452425	LOXHD1
ENST00000453447	SPIRE1
ENST00000454642	CDH19
ENST00000454647	LINC00305
ENST00000455308	AP005901.1
ENST00000456505	LINC00305
ENST00000457482	TCF4
ENST00000457839	MBD1
ENST00000459948	MBP
ENST00000460322	TMEM241
ENST00000462226	SPIRE1
ENST00000462264	RN7SL39P
ENST00000462935	RPS8P3
ENST00000463384	PARD6G
ENST00000464481	SPIRE1
ENST00000465317	RN7SL310P
ENST00000466449	SLC66A2
ENST00000467108	MBP
ENST00000469369	SLC66A2
ENST00000470488	PARD6G
ENST00000473302	MBP
ENST00000473394	AC103987.1
ENST00000473688	TMEM241
ENST00000473808	AC022795.1
ENST00000474156	AC007998.1
ENST00000474180	FAUP1
ENST00000474967	SLC66A2
ENST00000475185	TMEM241
ENST00000477053	TMEM241
ENST00000478144	SLC66A2
ENST00000478161	DLGAP1
ENST00000481064	RPL26P35
ENST00000481678	RN7SL705P
ENST00000482411	TMEM241
ENST00000482445	MBP
ENST00000482744	RPL30P14
ENST00000483025	MBP
ENST00000483523	UBA52P9
ENST00000484335	LAMA1
ENST00000484548	MBP
ENST00000484845	DLGAP1
ENST00000484967	AC011825.1
ENST00000485480	DLGAP1
ENST00000486139	RPL31P59
ENST00000486430	DLGAP1
ENST00000486780	RN7SL97P
ENST00000487491	SPIRE1
ENST00000487778	MBP
ENST00000488064	LAMA1
ENST00000488089	LAMA1
ENST00000489915	RPL6P27
ENST00000490190	LAMA1
ENST00000490319	MBP
ENST00000490754	MBP
ENST00000490908	RPL21P127
ENST00000491550	RN7SL862P
ENST00000491585	RPL29P32
ENST00000492048	LAMA1
ENST00000493247	MBP
ENST00000493623	MBP
ENST00000494131	CYB5A
ENST00000494228	RN7SL362P
ENST00000494607	SLC66A2
ENST00000494882	AP001086.1
ENST00000495162	MBP
ENST00000496196	MPPE1
ENST00000497479	MBP
ENST00000497608	TMEM241
ENST00000497844	SPIRE1
ENST00000498188	DLGAP1
ENST00000498496	SERPINB4
ENST00000498683	MBP
ENST00000498803	SPIRE1
ENST00000503781	PIEZO2
ENST00000504516	AP005901.1
ENST00000508721	AP005901.1
ENST00000509132	GAPDHP66
ENST00000511306	POTEC
ENST00000515196	DLGAP1
ENST00000516061	RNU2-69P
ENST00000516077	RNU6-120P
ENST00000516088	RNU6-916P
ENST00000516130	RNU6-1278P
ENST00000516185	RNU2-27P
ENST00000516225	RNY4P37
ENST00000516288	RNU6-346P
ENST00000516449	SNORA70
